isim,takim,ülke,maas,pozisyon,yas,sezon,macsayisi,golsayisi,dakika,ilkonbir
David Barron,Stranraer,Ýskoçya,0-500,Defans,30-40,9,159,0-100,12270,136
Sergey Pesjakov,Rostov,Rusya,500-1000,Kaleci,30-40,12,195,0-100,17469,194
Stephen McGinn,Hibernian,Ýskoçya,0-500,Ortasaha,30-40,12,327,0-100,23390,259
Sean Burns,Stranraer,Ýskoçya,0-500,Defans,25-30,10,232,0-100,18543,219
Cristiano,Hermannstadt,Portekiz,500-1000,Kaleci,30-40,9,145,0-100,12975,143
Maksim Burchenko,Energomash Belgorod,Rusya,0-500,Defans,30-40,8,119,0-100,5794,66
Ney Santos,Frei Paulistano,Brezilya,0-500,Defans,30-40,11,176,0-100,12976,147
Louis Angelo Pena,Deportivo La Guaira,Venezuela,0-500,Ortasaha,30-40,11,237,0-100,13653,169
Andrey Bochkov,Neftekhimik,Rusya,0-500,Ortasaha,30-40,8,146,0-100,10325,116
Aleksandr Sukhov,FK Ufa,Rusya,0-500,Ortasaha,30-40,8,168,0-100,13708,153
Ze Manuel,Gaz Metan Medias,Portekiz,0-500,Forvet,30-40,11,247,0-100,15667,170
Januario Jesus,Olhanense,Portekiz,0-500,Forvet,25-30,2,49,0-100,3659,42
Yazalde,Hermannstadt,Portekiz,500-1000,Forvet,30-40,12,286,0-100,16900,175
Nikita Burmistrov,FC Sochi,Rusya,500-1000,Forvet,30-40,13,225,0-100,15138,174
Aleksandr Dantsev,Ural,Rusya,0-500,Ortasaha,30-40,8,141,0-100,10982,125
Dmitri Kudryashov,Murom,Rusya,0-500,Ortasaha,30-40,10,124,0-100,5951,61
Martin Canning,Hamilton,Ýskoçya,0-500,Defans,30-40,7,170,0-100,14708,165
Brian Easton,Hamilton,Ýskoçya,0-500,Defans,30-40,13,305,0-100,25774,293
David Elebert,Ards FC,Ýrlanda,0-500,Defans,30-40,9,140,0-100,9983,116
James Gibson,Hamilton,Ýskoçya,0-500,Defans,30-40,1,18,0-100,901,8
James McArthur,Crystal Palace,Ýskoçya,1000-10000,Ortasaha,30-40,13,482,0-100,35896,401
James McCarthy,Crystal Palace,Ýrlanda,1000-10000,Ortasaha,30-40,13,391,0-100,30480,347
Simon Mensing,Forfar Athletic,Almanya,500-1000,Ortasaha,30-40,9,204,0-100,17592,199
Alex Neil,Hamilton,Ýskoçya,500-1000,Ortasaha,30-40,5,88,0-100,7181,93
Tony Stevenson,Hamilton,Ýskoçya,0-500,Ortasaha,30-40,1,7,0-100,530,7
Lucas Akins,Burton Albion,Ýngiltere,0-500,Forvet,30-40,9,341,0-100,26922,298
Derek Lyle,Peterhead,Ýskoçya,0-500,Forvet,30-40,12,310,0-100,17126,200
Joel Thomas,FC Oss,Fransa,0-500,Forvet,30-40,8,144,0-100,6933,68
Aykut Demir,Boluspor,Türkiye,0-500,Defans,30-40,16,348,0-100,29324,325
Rafael Bracalli,Boavista,Brezilya,0-500,Kaleci,30-40,14,329,0-100,29562,329
Pajetat Douglas,CD Feirense,Kamerun,0-500,Kaleci,30-40,1,5,0-100,365,3
Lazar Jovisic,Indija,Sýrbistan,0-500,Kaleci,30-40,2,24,0-100,2790,24
David Proctor,East Kilbride,Ýskoçya,0-500,Defans,30-40,10,96,0-100,7068,81
Felipe Lopes,Nacional,Brezilya,0-500,Defans,30-40,9,179,0-100,15575,173
Rafik Halliche,Moreirense,Cezayir,0-500,Defans,30-40,12,184,0-100,14161,160
Maicon,Al Nassr,Brezilya,1000-10000,Defans,30-40,13,398,0-100,33148,374
Fernando Cedrola,Nacional,Brezilya,0-500,Defans,30-40,1,9,0-100,689,8
Dougie Imrie,Hamilton,Ýskoçya,0-500,Forvet,30-40,12,378,0-100,30197,339
Nuno Pinto,Vitoria Setubal,Portekiz,0-500,Defans,30-40,12,236,0-100,19463,220
Juliano Fernandes,Selangor FA,Brezilya,0-500,Ortasaha,30-40,6,90,0-100,5487,68
Bruno Amaro,Felgueiras 1932,Portekiz,1000-10000,Ortasaha,30-40,12,238,0-100,17608,203
Lovro Scrbec,Vinogradar,Hýrvatistan,0-500,Ortasaha,30-40,4,60,0-100,4616,54
Ruben Micael,Nacional,Portekiz,500-1000,Ortasaha,30-40,13,367,0-100,25306,302
Eric Odhiambo,North Leigh,Ýngiltere,0-500,Forvet,30-40,9,113,0-100,5261,57
Joao Aurelio,Paphos FC,Portekiz,500-1000,Ortasaha,30-40,13,354,0-100,26248,274
Michael Fraser,Ross County,Ýskoçya,0-500,Kaleci,30-40,6,113,0-100,10045,111
Edson Sitta,Agua Santa,Brezilya,0-500,Defans,30-40,10,196,0-100,14567,177
Leandro Salino,Uberlandia,Brezilya,1000-10000,Defans,30-40,12,296,0-100,21821,247
Luis Alberto,Varzim,Brezilya,0-500,Ortasaha,30-40,10,192,0-100,12827,151
Ian Black,Chorley,Ýskoçya,0-500,Ortasaha,30-40,11,321,0-100,22818,269
Duje Cop,Standard Liege,Hýrvatistan,1000-10000,Forvet,30-40,13,356,100-200,19913,232
Miguel Fidalgo,Uniao Madeira,Portekiz,0-500,Forvet,30-40,12,230,0-100,12437,137
Wesley de Ruiter,Katwijk,Hollanda,0-500,Kaleci,30-40,5,82,0-100,7284,80
Andre Krul,AZ Alkmaar,Hollanda,0-500,Kaleci,30-40,7,57,0-100,5101,57
Nene,Leixoes,Brezilya,0-500,Forvet,30-40,13,332,0-100,18111,198
Fabiano Oliveira,Birkirkara,Brezilya,500-1000,Forvet,30-40,8,115,0-100,8238,98
Mateus Galiano,Penafiel,Angola,0-500,Forvet,30-40,16,337,0-100,22829,256
Kristijan Pavlovic,Nacional,Hýrvatistan,0-500,Forvet,30-40,2,2,0-100,46,1
Kees van Buuren,USV Hercules,Hollanda,0-500,Defans,30-40,13,209,0-100,16514,190
Vito Wormgoor,Columbus Crew,Hollanda,500-1000,Defans,30-40,13,308,0-100,25769,295
Assis Giovanaz,Juventus SC,Brezilya,0-500,Kaleci,30-40,8,69,0-100,6016,67
Julio Cesar,Gremio,Brezilya,0-500,Kaleci,30-40,11,213,0-100,18852,210
Loic Loval,Utrecht,Guadeloupe,500-1000,Forvet,30-40,5,103,0-100,7136,80
Carciano Acacio,Coimbra,Brezilya,0-500,Defans,30-40,5,51,0-100,4272,48
Rodrigo Arroz,Primavera SP,Brezilya,500-1000,Ortasaha,30-40,10,82,0-100,6127,75
Baiano,Alanyaspor,Brezilya,500-1000,Defans,30-40,12,324,0-100,27780,313
Luis Mano,Vitoria Setubal,Portekiz,0-500,Defans,30-40,13,248,0-100,20197,226
Candido Costa,Sao Joao Ver,Portekiz,500-1000,Defans,30-40,13,196,0-100,10820,122
Leroy George,Al Wahda,Surinam,1000-10000,Ortasaha,30-40,13,337,0-100,22707,260
Andre Pires,Sacavenense,Portekiz,0-500,Defans,30-40,9,101,0-100,7914,90
Erixon Danso,Egersunds,Hollanda,0-500,Forvet,30-40,10,182,0-100,12587,141
Zarabi Kheireddine,Cova Piedade,Cezayir,0-500,Defans,30-40,10,202,0-100,16707,193
Robert Olejnik,Mansfield Town,Avusturya,0-500,Kaleci,30-40,12,313,0-100,27990,311
Maykon,Ottawa Fury,Brezilya,1000-10000,Defans,30-40,6,96,0-100,6515,75
Darren Barr,Annan Athletic,Ýskoçya,0-500,Defans,30-40,13,316,0-100,26467,302
Tam Scobbie,Kelty Hearts,Ýskoçya,0-500,Defans,30-40,12,250,0-100,20104,218
Andre Almeida,Benfica,Portekiz,1000-10000,Defans,30-40,12,330,0-100,25278,273
Fredy,Antalyaspor,Angola,500-1000,Ortasaha,30-40,12,215,0-100,14931,168
Alicio Juliao,Belenenses,Brezilya,500-1000,Ortasaha,30-40,1,1,0-100,90,1
Pele,Rio Ave,Portekiz,1000-10000,Ortasaha,25-30,12,217,0-100,15143,170
Tiago Almeida,CD Feirense,Portekiz,0-500,Forvet,30-40,11,224,0-100,16872,186
Evandro Roncatto,Casa Pia,Brezilya,1000-10000,Forvet,30-40,12,212,0-100,13037,160
Saulo Santos,CRAC,Brezilya,500-1000,Forvet,30-40,10,177,0-100,9487,98
Jo Inge Berget,Malmö FF,Norveç,1000-10000,Ortasaha,30-40,13,381,0-100,27190,318
Chris Mitchell,Clyde,Ýskoçya,0-500,Defans,30-40,7,85,0-100,6309,71
Brian Allison,Stirling Albion,Ýskoçya,0-500,Defans,30-40,3,9,0-100,696,7
Dermot McCaffrey,Dungannon Swifts,Kuzey Ýrlanda,0-500,Defans,30-40,7,83,0-100,7178,81
Scott Arfield,Rangers,Ýskoçya,1000-10000,Ortasaha,30-40,12,473,0-100,36464,408
Carl Finnigan,Morpeth Town,Ýngiltere,0-500,Forvet,30-40,10,127,0-100,7268,75
Mark Stewart,Stranraer,Ýskoçya,0-500,Forvet,30-40,12,255,0-100,14517,151
Sean Lynch,Stenhousemuir,Ýskoçya,0-500,Ortasaha,30-40,4,55,0-100,3376,39
Johan Jansen,GVVV,Hollanda,0-500,Kaleci,30-40,12,257,0-100,22929,253
Kees Kwakman,Volendam,Hollanda,500-1000,Ortasaha,30-40,10,272,0-100,22319,257
Tim Hofstede,Hoogstraten,Hollanda,0-500,Defans,30-40,8,149,0-100,12493,142
Tim Gilissen,NAC Breda,Hollanda,0-500,Ortasaha,30-40,7,152,0-100,10431,120
Donny Gorter,ADO Den Haag,Hollanda,0-500,Defans,30-40,12,244,0-100,16839,188
Enric Valles,Sandefjord,Ýspanya,0-500,Ortasaha,30-40,9,142,0-100,11228,133
Ali Benomar,NAC Breda,Hollanda,0-500,Ortasaha,30-40,1,2,0-100,95,1
Fouad Idabdelhay,Dordrecht,Hollanda,500-1000,Forvet,30-40,5,86,0-100,3736,37
Michael Higdon,Bangor City,Ýngiltere,500-1000,Forvet,30-40,10,294,100-200,22619,255
Patrick Cregg,Montrose,Ýrlanda,0-500,Ortasaha,30-40,14,315,0-100,22304,261
Gerard Aafjes,Quick Boys,Hollanda,0-500,Defans,30-40,6,94,0-100,6999,72
Edinho Pattinama,NAC Breda,Hollanda,0-500,Forvet,30-40,1,4,0-100,72,1
Michiel Kramer,ADO Den Haag,Hollanda,500-1000,Forvet,30-40,12,248,0-100,15402,165
Kevin McBride,Airdrieonians,Ýskoçya,0-500,Ortasaha,30-40,8,149,0-100,11163,128
Stanislav Khoteev,Shinnik,Rusya,0-500,Kaleci,30-40,1,6,0-100,495,5
Aleksandr Ponomarev,Rostov,Rusya,0-500,Defans,30-40,1,4,0-100,298,3
Don Cowie,Ross County,Ýskoçya,500-1000,Ortasaha,30-40,13,416,0-100,31443,353
Mikhail Rozhkov,FC Astana,Kazakistan,500-1000,Defans,30-40,5,34,0-100,2533,26
Piet Velthuizen,AZ Alkmaar,Hollanda,1000-10000,Kaleci,30-40,12,280,0-100,24593,277
Sebastiaan van der Sman,DOVO Veenendaal,Hollanda,0-500,Kaleci,30-40,6,108,0-100,9713,108
Eloy Room,Columbus Crew,Hollanda,1000-10000,Kaleci,30-40,13,249,0-100,21984,242
Jamie Mole,Hearts,Ýngiltere,0-500,Forvet,30-40,4,27,0-100,1354,16
Yong Jo Hong,Rostov,Kuzey Kore,500-1000,Forvet,30-40,2,16,0-100,916,12
Chris Porter,Crewe Alexandra,Ýngiltere,0-500,Forvet,30-40,12,362,100-200,24569,270
Sergey Kuznetsov,Rotor Volgograd,Rusya,500-1000,Ortasaha,30-40,9,132,0-100,9165,104
Juho Makela,Oulu,Finlandiya,0-500,Forvet,30-40,16,312,0-100,19114,201
Tomislav Zivko,Inter Zapresic,Hýrvatistan,0-500,Ortasaha,30-40,1,6,0-100,299,4
Aleksandr Gatskan,Krylya Sovetov,Moldova,1000-10000,Ortasaha,30-40,16,406,0-100,34097,390
Nenad Slivic,Tobol,Sýrbistan,0-500,Ortasaha,30-40,2,14,0-100,968,10
Kevin van Diermen,Ijsselmeervogels,Hollanda,0-500,Defans,30-40,14,249,0-100,19125,216
Claudemir,Sivasspor,Brezilya,500-1000,Ortasaha,30-40,14,448,0-100,34789,393
Anduele Pryor,SV Roeselare,Hollanda,500-1000,Ortasaha,30-40,4,53,0-100,3205,37
Onur Kaya,Mechelen,Türkiye,500-1000,Ortasaha,30-40,15,392,0-100,28312,311
Mersudin Ahmetovic,FK Sarajevo,Bosna-Hersek,0-500,Forvet,30-40,12,284,0-100,17043,200
Ricky van Wolfswinkel,Basel,Hollanda,1000-10000,Forvet,30-40,14,425,100-200,30279,344
Wiljan Pluim,PSM Makassar,Hollanda,500-1000,Forvet,30-40,11,257,0-100,18854,209
Ross Chisholm,Hurlford United,Ýskoçya,0-500,Ortasaha,30-40,5,75,0-100,5161,56
Genaro Snijders,Notts County,Hollanda,0-500,Forvet,30-40,8,124,0-100,6022,63
Filipe Morais,Grimsby Town,Portekiz,0-500,Ortasaha,30-40,11,297,0-100,18755,209
Marc McAusland,Grindavik,Ýskoçya,0-500,Defans,30-40,12,286,0-100,24415,276
Emil Hedvall,Gefle,Ýsveç,0-500,Kaleci,30-40,6,87,0-100,7786,87
Olof Mard,Sandvikens IF,Ýsveç,0-500,Defans,30-40,11,197,0-100,17095,192
Loris Benito,Bordeaux,Ýsviçre,1000-10000,Defans,25-30,11,224,0-100,18405,208
Oliver Klaus,Vaduz,Ýsviçre,0-500,Kaleci,30-40,2,12,0-100,1080,12
Marco Aratore,Aarau,Ýsviçre,0-500,Ortasaha,25-30,8,212,0-100,13383,147
Enzo Daniel Ruiz,La Serena,Uruguay,0-500,Defans,30-40,11,191,0-100,15583,169
Zlatko Hebib,Rapperswil-Jona,Ýsviçre,0-500,Defans,30-40,7,57,0-100,4361,49
Gianluca D Angelo,Bellinzona,Ýtalya,0-500,Defans,25-30,2,17,0-100,513,9
Max Veloso,FC Sheriff,Ýsviçre,0-500,Ortasaha,25-30,9,162,0-100,9947,119
Nico Abegglen,Wohlen,Ýsviçre,0-500,Forvet,30-40,7,124,0-100,5954,65
Ivan Martic,Sion,Hýrvatistan,500-1000,Defans,30-40,11,202,0-100,13922,154
Adrian Winter,Zürich,Ýsviçre,500-1000,Ortasaha,30-40,12,341,0-100,21862,243
Pa Modou Jagne,Zürich,Gambiya,1000-10000,Ortasaha,30-40,12,286,0-100,21642,241
Ze Vitor,Karmiotissa,Portekiz,500-1000,Ortasaha,30-40,6,75,0-100,4805,56
Emiliano Ariel Dudar,Deportivo Merlo,Ýtalya,0-500,Defans,30-40,5,97,0-100,7759,88
Tape Mousse Doubai,Young Boys,Fildiþi Sahili,1000-10000,Ortasaha,30-40,1,18,0-100,1136,14
Andres Javier Vasquez,Wil 1900,Ýsviçre,0-500,Ortasaha,30-40,6,35,0-100,1596,21
Victor Demba Bindia,Beaucaire,Senegal,0-500,Defans,30-40,11,193,0-100,15456,177
Birger Madsen,Start,Norveç,0-500,Defans,30-40,3,31,0-100,2357,26
Rune Hansen,Sandefjord,Danimarka,0-500,Defans,30-40,2,39,0-100,2302,25
Espen Nystuen,Kongsvinger,Norveç,1000-10000,Ortasaha,30-40,6,128,0-100,10292,114
Örjan Royrane,Kongsvinger,Norveç,0-500,Ortasaha,30-40,7,102,0-100,5622,65
Ebrima Sohna,Mosta,Gambiya,1000-10000,Ortasaha,30-40,9,182,0-100,14856,169
Samuel Isaksen,Sandefjord,Norveç,0-500,Ortasaha,30-40,2,13,0-100,580,6
Erik Mjelde,Sandefjord,Norveç,0-500,Ortasaha,30-40,11,287,0-100,19227,214
Jon Mikael Skaug,Sandefjord,Norveç,0-500,Ortasaha,30-40,1,3,0-100,270,3
Camazzola,Juventude,Brezilya,0-500,Ortasaha,30-40,2,11,0-100,800,9
Fenan Salcinovic,Celik Zenica,Bosna-Hersek,0-500,Ortasaha,30-40,9,133,0-100,8389,101
Samir Saric,Sandefjord,Bosna-Hersek,0-500,Forvet,30-40,3,28,0-100,1183,14
Kjartan Henry Finnbogason,AC Horsens,Ýzlanda,0-500,Forvet,30-40,13,249,100-200,15026,190
Malick Mane,Atyrau,Senegal,500-1000,Forvet,30-40,11,258,0-100,17999,215
Eirik Andre Lamoy,Sandefjord,Norveç,0-500,Forvet,30-40,6,97,0-100,6632,80
Admir Rascic,Olimpic Sarajevo,Bosna-Hersek,0-500,Forvet,30-40,8,65,0-100,3500,46
Daniel Theorin,IK Frej Taby,Ýsveç,500-1000,Defans,30-40,8,154,0-100,13209,151
Omar Jawo,IFK Aspudden-Tellus,Ýsveç,0-500,Defans,30-40,9,187,0-100,15932,179
Jonatan Hellstrom,Gefle,Ýsveç,0-500,Defans,30-40,3,43,0-100,1940,21
Hjalmar Öhagen,Sandvikens IF,Ýsveç,0-500,Ortasaha,30-40,6,79,0-100,4683,54
Bernhard Nyström,Gefle,Ýsveç,0-500,Ortasaha,30-40,2,27,0-100,1046,8
Amadou Jawo,IK Frej Taby,Gambiya,0-500,Forvet,30-40,10,195,0-100,10933,122
Alexander Gerndt,Lugano,Ýsveç,1000-10000,Forvet,30-40,12,344,100-200,23777,270
Jonas Lantto,FK Karlskrona,Ýsveç,500-1000,Forvet,30-40,12,331,0-100,28531,320
Andreas Dahlen,Atvidaberg,Ýsveç,0-500,Defans,30-40,7,147,0-100,12000,134
Marcus Hansson,Brommapojkarna,Ýsveç,500-1000,Ortasaha,30-40,11,284,0-100,21640,251
Jonatan Berg,IK Sirius,Ýsveç,0-500,Ortasaha,30-40,6,72,0-100,4126,47
Yussif Chibsah,Ljungskile,Gana,0-500,Ortasaha,30-40,8,189,0-100,14216,157
Ryan Raybould,Gefle,ABD,0-500,Defans,30-40,2,2,0-100,180,2
Tommy Runar,Jerv,Norveç,0-500,Kaleci,30-40,2,8,0-100,623,6
Hunter Freeman,Clarkstown,ABD,0-500,Defans,30-40,9,206,0-100,17550,199
Branislav Milicevic,Start,Sýrbistan,0-500,Defans,30-40,4,39,0-100,2932,33
Avni Pepa,Arendal,Kosova,0-500,Defans,30-40,11,200,0-100,16083,185
Jesper Mathisen,Start,Norveç,0-500,Defans,30-40,6,95,0-100,6901,82
Rolf Vikstol,Viking,Norveç,0-500,Defans,30-40,12,247,0-100,20271,227
Solomon Owello,Start,Nijerya,500-1000,Ortasaha,30-40,7,170,0-100,13522,156
Espen Borufsen,Start,Norveç,0-500,Ortasaha,30-40,11,252,0-100,19654,232
Petter Bruer Hanssen,Start,Norveç,500-1000,Ortasaha,30-40,3,57,0-100,4391,50
Leif Otto Paulsen,Start,Norveç,0-500,Ortasaha,30-40,1,7,0-100,190,1
Morten Haestad,Hönefoss BK,Norveç,0-500,Defans,30-40,7,91,0-100,6126,71
Christer Kleiven,Odds BK,Norveç,0-500,Ortasaha,30-40,5,121,0-100,8263,90
Aram Khalili,Jerv,Norveç,0-500,Forvet,30-40,9,150,0-100,9177,104
Mads Stokkelien,Start,Norveç,500-1000,Forvet,30-40,7,160,0-100,10302,107
Dag Ole Thomassen,Odds BK,Norveç,0-500,Kaleci,30-40,1,2,0-100,104,1
Nicholas Skverer,Hoek,Hollanda,0-500,Kaleci,30-40,3,4,0-100,360,4
Fredrik Berge,Odds BK,Norveç,500-1000,Defans,30-40,11,207,0-100,16846,196
Sven Fredrik Stray,Flekkeroy,Norveç,0-500,Defans,30-40,3,23,0-100,1753,20
Marcelo,Chapecoense,Norveç,0-500,Defans,30-40,2,3,0-100,216,3
Steffen Hagen,Odds BK,Norveç,500-1000,Defans,30-40,12,379,0-100,33794,378
Havard Storbaek,Sandefjord,Norveç,500-1000,Ortasaha,30-40,11,313,0-100,18885,210
Simen Brenne,Sarpsborg 08,Norveç,0-500,Ortasaha,30-40,8,165,0-100,12292,139
Dominique Kivuvu,CFR Cluj,Hollanda,0-500,Ortasaha,30-40,8,120,0-100,7826,83
Magnus Lekven,Valerenga,Norveç,1000-10000,Ortasaha,30-40,12,345,0-100,27177,322
Morten Sundli,Ullensaker / Kisa,Norveç,0-500,Ortasaha,30-40,9,191,0-100,14698,167
Jacob Sorensen,Vejle,Danimarka,500-1000,Ortasaha,30-40,4,76,0-100,4768,56
Fredrik Gulsvik,Mjondalen,Norveç,0-500,Forvet,30-40,3,37,0-100,1908,21
Bentley,Ümraniyespor,Nijerya,0-500,Forvet,30-40,11,362,0-100,26291,298
Fredrik Persson,Trelleborgs FF,Ýsveç,0-500,Kaleci,30-40,8,112,0-100,10082,111
Viktor Noring,Falkenbergs FF,Ýsveç,0-500,Kaleci,25-30,9,135,0-100,11815,134
Dennis Melander,IFK Trelleborg,Ýsveç,500-1000,Defans,30-40,3,54,0-100,4755,53
Mikael Bengtsson,Landskrona,Ýsveç,0-500,Defans,30-40,3,20,0-100,1770,19
Yousef Fahkro,Trelleborgs FF,Ýsveç,0-500,Defans,30-40,3,40,0-100,2637,28
Rasmus Bengtsson,Malmö FF,Ýsveç,1000-10000,Defans,30-40,12,268,0-100,20699,239
Matthias Andersson,Trelleborgs FF,Ýsveç,0-500,Defans,30-40,1,1,0-100,90,1
Andreas Wihlborg,Höllvikens GIF,Ýsveç,0-500,Ortasaha,30-40,9,116,0-100,7683,90
Zoran Jovanovic,Trelleborgs FF,Ýsveç,0-500,Ortasaha,30-40,12,187,0-100,13191,169
Daniel Jovanovic,IFK Trelleborg,Ýsveç,0-500,Ortasaha,30-40,3,20,0-100,1118,16
Emil Martensson,IFK Trelleborg,Ýsveç,0-500,Ortasaha,30-40,3,6,0-100,365,4
Rasmus Östman,Husqvarna FF,Ýsveç,0-500,Ortasaha,30-40,3,27,0-100,2236,25
Viktor Svensson,Landskrona,Ýsveç,0-500,Ortasaha,30-40,9,174,0-100,13473,152
Jonathan Asp,Landskrona,Ýsveç,0-500,Defans,30-40,12,230,0-100,17983,205
Paulino Tavares,Trelleborgs FF,Portekiz,0-500,Ortasaha,30-40,1,9,0-100,495,6
Fredrik Jensen,Trelleborgs FF,Ýsveç,0-500,Forvet,30-40,4,80,0-100,5569,71
Fisnik Shala,IFK Trelleborg,Ýsveç,0-500,Forvet,30-40,3,17,0-100,525,4
Par Hansson,Helsingborgs IF,Ýsveç,1000-10000,Kaleci,30-40,10,275,0-100,24477,275
Hannu Patronen,HIFK Helsinki,Finlandiya,0-500,Defans,30-40,12,250,0-100,19753,218
Marcus Bergholtz,Lindome GIF,Ýsveç,0-500,Ortasaha,30-40,12,226,0-100,17077,185
Markus Holgersson,Helsingborgs IF,Ýsveç,0-500,Defans,30-40,11,315,0-100,26735,301
Rasmus Jönsson,Helsingborgs IF,Ýsveç,500-1000,Forvet,30-40,12,321,0-100,22152,260
Samuel Aziz,Eskilsminne,Ýsveç,0-500,Forvet,25-30,9,71,0-100,3023,28
Bertin Ndille,Örebro,Kamerun,0-500,Defans,30-40,2,11,0-100,538,3
Per Johansson,BK Forward,Ýsveç,0-500,Defans,30-40,4,55,0-100,3076,31
Michael Almeback,Örebro,Ýsveç,500-1000,Defans,30-40,12,319,0-100,26978,306
Hassan Sesay,Gnistan,Sierra Leone,0-500,Defans,30-40,11,246,0-100,19665,222
Robert Walker,BK Forward,Ýsveç,0-500,Ortasaha,30-40,5,44,0-100,2698,33
Vullnet Basha,Wisla Krakow,Ýsviçre,500-1000,Ortasaha,30-40,12,254,0-100,16954,190
Tommy Wirtanen,IFK Mariehamn,Finlandiya,0-500,Defans,30-40,9,171,0-100,10530,122
Eric Bassombeng,GAIS,Kamerun,500-1000,Ortasaha,30-40,4,69,0-100,4411,52
Alejandro Bedoya,Philadelphia Union,ABD,1000-10000,Ortasaha,30-40,12,396,0-100,29967,337
James Frempong,Norrköping,Ýsveç,0-500,Ortasaha,30-40,5,71,0-100,3916,41
Markus Astvald,Degerfors,Ýsveç,500-1000,Ortasaha,30-40,12,306,0-100,21109,242
Patrik Haginge,Örebro,Ýsveç,0-500,Defans,30-40,9,177,0-100,14244,154
Petter Gustafsson,Atvidaberg,Ýsveç,0-500,Defans,30-40,7,123,0-100,8920,97
Yosif Ayuba,Skelleftea,Ýsveç,0-500,Ortasaha,30-40,4,35,0-100,2055,26
Sebastian Rajalakso,Syrianska FC,Ýsveç,500-1000,Ortasaha,30-40,11,267,0-100,17613,197
Mikael Dahlberg,Helsingborgs IF,Ýsveç,500-1000,Forvet,30-40,10,233,0-100,17803,191
Hrvoje Milic,Esteghlal FC,Hýrvatistan,500-1000,Ortasaha,30-40,13,252,0-100,19271,219
Kebba Ceesay,Helsingborgs IF,Gambiya,0-500,Defans,30-40,12,285,0-100,23480,259
Peter Magnusson,Vasalund IF,Ýsveç,0-500,Defans,30-40,8,158,0-100,13343,153
Robin Staaf,Örebro,Ýsveç,0-500,Forvet,30-40,3,37,0-100,1502,14
Phillipp Hellqvist,Djurgarden,Ýsveç,500-1000,Ortasaha,25-30,2,34,0-100,2146,23
Christer Youssef,Aris Limassol,Ýsveç,0-500,Ortasaha,30-40,9,189,0-100,11434,140
Nordin Gerzic,Örebro,Ýsveç,0-500,Forvet,30-40,12,347,0-100,27779,321
Roni Porokara,Honka,Finlandiya,0-500,Forvet,30-40,7,181,0-100,13340,151
Stefan Alander,GIF Sundsvall,Ýsveç,0-500,Defans,30-40,8,115,0-100,8674,95
Viktor Svezhov,Istiqlol,Rusya,0-500,Ortasaha,25-30,12,188,0-100,12416,149
Karl Johnsson,FC Copenhagen,Ýsveç,1000-10000,Kaleci,30-40,12,326,0-100,28812,320
Markus Gustafson,BK Forward,Ýsveç,0-500,Defans,30-40,7,93,0-100,7619,85
Michael Görlitz,1860 München,Almanya,0-500,Ortasaha,30-40,9,250,0-100,18331,209
Anel Raskaj,SJK Seinajoki,Ýsveç,0-500,Ortasaha,30-40,12,321,0-100,25291,290
Tim Sparv,AE Larissa,Finlandiya,0-500,Ortasaha,30-40,12,411,0-100,31863,360
Marcus Olsson,Helsingborgs IF,Ýsveç,500-1000,Ortasaha,30-40,11,267,0-100,21210,241
Emil Salomonsson,Avispa Fukuoka,Ýsveç,500-1000,Ortasaha,30-40,13,393,0-100,32705,366
Ajsel Kujovic,Atvidaberg,Ýsveç,500-1000,Forvet,30-40,4,40,0-100,1437,10
Emir Kujovic,Djurgarden,Ýsveç,0-500,Forvet,30-40,12,242,0-100,13961,145
Alexander Prent,JVC Cuijk,Hollanda,0-500,Forvet,30-40,8,85,0-100,4145,41
Joe Sise,Landskrona,Ýsveç,0-500,Forvet,30-40,5,63,0-100,3735,45
Benny Lekström,Brommapojkarna,Ýsveç,500-1000,Kaleci,30-40,9,85,0-100,7514,83
Kristoffer Nordfeldt,Gençlerbirliði,Ýsveç,500-1000,Kaleci,30-40,12,261,0-100,23146,258
Kim Odelius,Akropolis IF,Ýsveç,0-500,Defans,30-40,5,84,0-100,6850,75
Par Asp,Varbergs BoIS FC,Ýsveç,0-500,Defans,30-40,9,230,0-100,19867,226
Miiko Albornoz,Hannover 96,Þili,1000-10000,Defans,30-40,11,287,0-100,22702,254
Max Clauss,Enskede IK,Ýsveç,0-500,Defans,30-40,2,3,0-100,186,2
Ted Fonter,Karlbergs BK,Ýsveç,0-500,Defans,30-40,2,2,0-100,135,1
Mauricio Albornoz,Akropolis IF,Peru,0-500,Ortasaha,30-40,12,223,0-100,14027,159
Mikael Nilsson,Brommapojkarna,Ýsveç,0-500,Ortasaha,30-40,1,5,0-100,149,1
Philip Haglund,Brommapojkarna,Ýsveç,500-1000,Ortasaha,30-40,12,288,0-100,22248,241
Dalil Benyahia,IK Sirius,Ýsveç,0-500,Ortasaha,30-40,4,81,0-100,4800,57
Joakim Runnemo,IK Frej Taby,Ýsveç,500-1000,Forvet,30-40,10,222,0-100,15282,181
Olof Guterstam,Brommapojkarna,Ýsveç,0-500,Forvet,30-40,2,58,0-100,4342,49
Nabil Bahoui,AIK,Ýsveç,1000-10000,Forvet,25-30,12,214,0-100,12820,156
David Carlsson,GBK,Ýsveç,0-500,Forvet,30-40,8,127,0-100,8443,100
Andreas Eriksson,IK Sirius,Ýsveç,0-500,Forvet,30-40,9,110,0-100,6322,76
